epoch,step,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate
0,0,,,,,,,,,15.26187515258789,7.814994812011719,14.428407669067383,1.0,15.26187515258789,7.814994812011719,14.428407669067383,1.0
0,0,16.975847244262695,9.972434997558594,16.143136978149414,1.0,16.975847244262695,9.972434997558594,16.143136978149414,1.0,,,,,,,,
1,1,,,,,,,,,13.753106117248535,6.9147443771362305,12.919575691223145,0.8032786846160889,13.753106117248535,6.9147443771362305,12.919575691223145,0.8032786846160889
1,1,14.823265075683594,7.83320426940918,13.99040412902832,0.9508196711540222,14.823265075683594,7.83320426940918,13.99040412902832,0.9508196711540222,,,,,,,,
2,2,,,,,,,,,13.01516342163086,6.545034408569336,12.181666374206543,0.7868852615356445,13.01516342163086,6.545034408569336,12.181666374206543,0.7868852615356445
2,2,13.496065139770508,6.912309646606445,12.664393424987793,0.7868852615356445,13.496065139770508,6.912309646606445,12.664393424987793,0.7868852615356445,,,,,,,,
3,3,,,,,,,,,12.64725399017334,6.41451358795166,11.813822746276855,0.7704917788505554,12.64725399017334,6.41451358795166,11.813822746276855,0.7704917788505554
3,3,12.760924339294434,6.549737453460693,11.92541217803955,0.7704917788505554,12.760924339294434,6.549737453460693,11.92541217803955,0.7704917788505554,,,,,,,,
4,4,,,,,,,,,12.500174522399902,6.228808879852295,11.666657447814941,0.7704917788505554,12.500174522399902,6.228808879852295,11.666657447814941,0.7704917788505554
4,4,12.431001663208008,6.410213947296143,11.597702980041504,0.7377049326896667,12.431001663208008,6.410213947296143,11.597702980041504,0.7377049326896667,,,,,,,,
5,5,,,,,,,,,12.437386512756348,6.162234306335449,11.603693008422852,0.7540983557701111,12.437386512756348,6.162234306335449,11.603693008422852,0.7540983557701111
5,5,12.283757209777832,6.2286577224731445,11.451238632202148,0.7213114500045776,12.283757209777832,6.2286577224731445,11.451238632202148,0.7213114500045776,,,,,,,,
6,6,,,,,,,,,12.188365936279297,6.041897773742676,11.354592323303223,0.7377049326896667,12.188365936279297,6.041897773742676,11.354592323303223,0.7377049326896667
6,6,12.181718826293945,6.156352996826172,11.350201606750488,0.7049180269241333,12.181718826293945,6.156352996826172,11.350201606750488,0.7049180269241333,,,,,,,,
7,7,,,,,,,,,12.013327598571777,5.916508674621582,11.179708480834961,0.7049180269241333,12.013327598571777,5.916508674621582,11.179708480834961,0.7049180269241333
7,7,11.994661331176758,6.029188632965088,11.161357879638672,0.7213114500045776,11.994661331176758,6.029188632965088,11.161357879638672,0.7213114500045776,,,,,,,,
8,8,,,,,,,,,11.922654151916504,5.853105068206787,11.089005470275879,0.7049180269241333,11.922654151916504,5.853105068206787,11.089005470275879,0.7049180269241333
8,8,11.773661613464355,5.912517547607422,10.941305160522461,0.6721311211585999,11.773661613464355,5.912517547607422,10.941305160522461,0.6721311211585999,,,,,,,,
9,9,,,,,,,,,11.758674621582031,5.733353137969971,10.924994468688965,0.7049180269241333,11.758674621582031,5.733353137969971,10.924994468688965,0.7049180269241333
9,9,11.690231323242188,5.832368850708008,10.857932090759277,0.688524603843689,11.690231323242188,5.832368850708008,10.857932090759277,0.688524603843689,,,,,,,,
10,10,,,,,,,,,11.692011833190918,5.675670146942139,10.858428001403809,0.7213114500045776,11.692011833190918,5.675670146942139,10.858428001403809,0.7213114500045776
10,10,11.525510787963867,5.718953609466553,10.69381332397461,0.6721311211585999,11.525510787963867,5.718953609466553,10.69381332397461,0.6721311211585999,,,,,,,,
11,11,,,,,,,,,11.616113662719727,5.609292030334473,10.782620429992676,0.7049180269241333,11.616113662719727,5.609292030334473,10.782620429992676,0.7049180269241333
11,11,11.416236877441406,5.660860538482666,10.583263397216797,0.6721311211585999,11.416236877441406,5.660860538482666,10.583263397216797,0.6721311211585999,,,,,,,,
12,12,,,,,,,,,11.508675575256348,5.516606330871582,10.675273895263672,0.7049180269241333,11.508675575256348,5.516606330871582,10.675273895263672,0.7049180269241333
12,12,11.352014541625977,5.601457595825195,10.517922401428223,0.688524603843689,11.352014541625977,5.601457595825195,10.517922401428223,0.688524603843689,,,,,,,,
13,13,,,,,,,,,11.432890892028809,5.437157154083252,10.599472045898438,0.7049180269241333,11.432890892028809,5.437157154083252,10.599472045898438,0.7049180269241333
13,13,11.257107734680176,5.511271953582764,10.425007820129395,0.688524603843689,11.257107734680176,5.511271953582764,10.425007820129395,0.688524603843689,,,,,,,,
14,14,,,,,,,,,11.382804870605469,5.370290756225586,10.549341201782227,0.7377049326896667,11.382804870605469,5.370290756225586,10.549341201782227,0.7377049326896667
14,14,11.177095413208008,5.43923282623291,10.342877388000488,0.688524603843689,11.177095413208008,5.43923282623291,10.342877388000488,0.688524603843689,,,,,,,,
15,15,,,,,,,,,11.351395606994629,5.3161091804504395,10.517979621887207,0.7704917788505554,11.351395606994629,5.3161091804504395,10.517979621887207,0.7704917788505554
15,15,11.148571968078613,5.370584487915039,10.31671142578125,0.688524603843689,11.148571968078613,5.370584487915039,10.31671142578125,0.688524603843689,,,,,,,,
16,16,,,,,,,,,11.319222450256348,5.280831813812256,10.485787391662598,0.7540983557701111,11.319222450256348,5.280831813812256,10.485787391662598,0.7540983557701111
16,16,11.087006568908691,5.323180675506592,10.253607749938965,0.688524603843689,11.087006568908691,5.323180675506592,10.253607749938965,0.688524603843689,,,,,,,,
