epoch,step,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate
12,12,,,,,,,,,11.256815910339355,6.394291400909424,10.423470497131348,0.8360655903816223,11.256815910339355,6.394291400909424,10.423470497131348,0.8360655903816223
12,12,10.941018104553223,6.385055065155029,10.10600471496582,0.8196721076965332,10.941018104553223,6.385055065155029,10.10600471496582,0.8196721076965332,,,,,,,,
13,13,,,,,,,,,11.298880577087402,6.346709728240967,10.465534210205078,0.8196721076965332,11.298880577087402,6.346709728240967,10.465534210205078,0.8196721076965332
13,13,10.922159194946289,6.319808006286621,10.090066909790039,0.8032786846160889,10.922159194946289,6.319808006286621,10.090066909790039,0.8032786846160889,,,,,,,,
14,14,,,,,,,,,11.287293434143066,6.278933525085449,10.453878402709961,0.8032786846160889,11.287293434143066,6.278933525085449,10.453878402709961,0.8032786846160889
14,14,11.012425422668457,6.27506160736084,10.179272651672363,0.8032786846160889,11.012425422668457,6.27506160736084,10.179272651672363,0.8032786846160889,,,,,,,,
15,15,,,,,,,,,11.222138404846191,6.199163436889648,10.388699531555176,0.8032786846160889,11.222138404846191,6.199163436889648,10.388699531555176,0.8032786846160889
15,15,11.004997253417969,6.219425678253174,10.171311378479004,0.7704917788505554,11.004997253417969,6.219425678253174,10.171311378479004,0.7704917788505554,,,,,,,,
16,16,,,,,,,,,11.165432929992676,6.135128021240234,10.331984519958496,0.8032786846160889,11.165432929992676,6.135128021240234,10.331984519958496,0.8032786846160889
16,16,10.940119743347168,6.145113468170166,10.105328559875488,0.7540983557701111,10.940119743347168,6.145113468170166,10.105328559875488,0.7540983557701111,,,,,,,,
17,17,,,,,,,,,11.16219711303711,6.071531772613525,10.328782081604004,0.7704917788505554,11.16219711303711,6.071531772613525,10.328782081604004,0.7704917788505554
17,17,10.873673439025879,6.102466583251953,10.040410995483398,0.7377049326896667,10.873673439025879,6.102466583251953,10.040410995483398,0.7377049326896667,,,,,,,,
18,18,,,,,,,,,11.222966194152832,5.993475914001465,10.389517784118652,0.7377049326896667,11.222966194152832,5.993475914001465,10.389517784118652,0.7377049326896667
18,18,10.9025239944458,6.04777193069458,10.069475173950195,0.7049180269241333,10.9025239944458,6.04777193069458,10.069475173950195,0.7049180269241333,,,,,,,,
19,19,,,,,,,,,11.311602592468262,5.8931097984313965,10.478175163269043,0.7704917788505554,11.311602592468262,5.8931097984313965,10.478175163269043,0.7704917788505554
19,19,10.872344017028809,5.962194442749023,10.039053916931152,0.6557376980781555,10.872344017028809,5.962194442749023,10.039053916931152,0.6557376980781555,,,,,,,,
20,20,,,,,,,,,11.325139045715332,5.842648506164551,10.49173355102539,0.7540983557701111,11.325139045715332,5.842648506164551,10.49173355102539,0.7540983557701111
20,20,10.93115520477295,5.864984035491943,10.098527908325195,0.6557376980781555,10.93115520477295,5.864984035491943,10.098527908325195,0.6557376980781555,,,,,,,,
21,21,,,,,,,,,11.304618835449219,5.795416355133057,10.471227645874023,0.7377049326896667,11.304618835449219,5.795416355133057,10.471227645874023,0.7377049326896667
21,21,10.952277183532715,5.818633556365967,10.119977951049805,0.6229507923126221,10.952277183532715,5.818633556365967,10.119977951049805,0.6229507923126221,,,,,,,,
22,22,,,,,,,,,11.263920783996582,5.761366844177246,10.430586814880371,0.7049180269241333,11.263920783996582,5.761366844177246,10.430586814880371,0.7049180269241333
22,22,10.937782287597656,5.778991222381592,10.104338645935059,0.6393442749977112,10.937782287597656,5.778991222381592,10.104338645935059,0.6393442749977112,,,,,,,,
23,23,,,,,,,,,11.243047714233398,5.711054801940918,10.40970230102539,0.6557376980781555,11.243047714233398,5.711054801940918,10.40970230102539,0.6557376980781555
23,23,10.893464088439941,5.7420244216918945,10.059465408325195,0.6557376980781555,10.893464088439941,5.7420244216918945,10.059465408325195,0.6557376980781555,,,,,,,,
24,24,,,,,,,,,11.266633033752441,5.652609825134277,10.433239936828613,0.6721311211585999,11.266633033752441,5.652609825134277,10.433239936828613,0.6721311211585999
24,24,10.822187423706055,5.692560195922852,9.988482475280762,0.6393442749977112,10.822187423706055,5.692560195922852,9.988482475280762,0.6393442749977112,,,,,,,,
25,25,,,,,,,,,11.322145462036133,5.588619232177734,10.488641738891602,0.688524603843689,11.322145462036133,5.588619232177734,10.488641738891602,0.688524603843689
25,25,10.876799583435059,5.636687278747559,10.044432640075684,0.6557376980781555,10.876799583435059,5.636687278747559,10.044432640075684,0.6557376980781555,,,,,,,,
26,26,,,,,,,,,11.373150825500488,5.528728485107422,10.539580345153809,0.688524603843689,11.373150825500488,5.528728485107422,10.539580345153809,0.688524603843689
26,26,10.87399959564209,5.577270984649658,10.039615631103516,0.6721311211585999,10.87399959564209,5.577270984649658,10.039615631103516,0.6721311211585999,,,,,,,,
27,27,,,,,,,,,11.389640808105469,5.484612941741943,10.556071281433105,0.7049180269241333,11.389640808105469,5.484612941741943,10.556071281433105,0.7049180269241333
27,27,10.918363571166992,5.5098137855529785,10.086150169372559,0.6721311211585999,10.918363571166992,5.5098137855529785,10.086150169372559,0.6721311211585999,,,,,,,,
28,28,,,,,,,,,11.3536958694458,5.44429874420166,10.5201416015625,0.7049180269241333,11.3536958694458,5.44429874420166,10.5201416015625,0.7049180269241333
28,28,10.911067962646484,5.471024513244629,10.078056335449219,0.6721311211585999,10.911067962646484,5.471024513244629,10.078056335449219,0.6721311211585999,,,,,,,,
29,29,,,,,,,,,11.308398246765137,5.407942295074463,10.474922180175781,0.688524603843689,11.308398246765137,5.407942295074463,10.474922180175781,0.688524603843689
29,29,10.92878532409668,5.443920135498047,10.094441413879395,0.6721311211585999,10.92878532409668,5.443920135498047,10.094441413879395,0.6721311211585999,,,,,,,,
30,30,,,,,,,,,11.317519187927246,5.389315128326416,10.483963012695312,0.7049180269241333,11.317519187927246,5.389315128326416,10.483963012695312,0.7049180269241333
30,30,10.904805183410645,5.400693416595459,10.070746421813965,0.688524603843689,10.904805183410645,5.400693416595459,10.070746421813965,0.688524603843689,,,,,,,,
31,31,,,,,,,,,11.355968475341797,5.370970249176025,10.522408485412598,0.7213114500045776,11.355968475341797,5.370970249176025,10.522408485412598,0.7213114500045776
31,31,10.893088340759277,5.384337902069092,10.059261322021484,0.688524603843689,10.893088340759277,5.384337902069092,10.059261322021484,0.688524603843689,,,,,,,,
32,32,,,,,,,,,11.398241996765137,5.354706287384033,10.564621925354004,0.7213114500045776,11.398241996765137,5.354706287384033,10.564621925354004,0.7213114500045776
32,32,10.912123680114746,5.365290641784668,10.079536437988281,0.688524603843689,10.912123680114746,5.365290641784668,10.079536437988281,0.688524603843689,,,,,,,,
33,33,,,,,,,,,11.390214920043945,5.332305431365967,10.556631088256836,0.7213114500045776,11.390214920043945,5.332305431365967,10.556631088256836,0.7213114500045776
33,33,10.924590110778809,5.337395668029785,10.090270042419434,0.688524603843689,10.924590110778809,5.337395668029785,10.090270042419434,0.688524603843689,,,,,,,,
34,34,,,,,,,,,11.318133354187012,5.300490379333496,10.48459529876709,0.7213114500045776,11.318133354187012,5.300490379333496,10.48459529876709,0.7213114500045776
34,34,10.988086700439453,5.32213020324707,10.15522575378418,0.688524603843689,10.988086700439453,5.32213020324707,10.15522575378418,0.688524603843689,,,,,,,,
35,35,,,,,,,,,11.219596862792969,5.2703022956848145,10.386030197143555,0.7213114500045776,11.219596862792969,5.2703022956848145,10.386030197143555,0.7213114500045776
35,35,10.889461517333984,5.2792181968688965,10.054394721984863,0.6721311211585999,10.889461517333984,5.2792181968688965,10.054394721984863,0.6721311211585999,,,,,,,,
36,36,,,,,,,,,11.112994194030762,5.243706226348877,10.279407501220703,0.7213114500045776,11.112994194030762,5.243706226348877,10.279407501220703,0.7213114500045776
36,36,10.826712608337402,5.24110746383667,9.993780136108398,0.688524603843689,10.826712608337402,5.24110746383667,9.993780136108398,0.688524603843689,,,,,,,,
37,37,,,,,,,,,10.994686126708984,5.21475887298584,10.161125183105469,0.7049180269241333,10.994686126708984,5.21475887298584,10.161125183105469,0.7049180269241333
37,37,10.659394264221191,5.225327968597412,9.826739311218262,0.6557376980781555,10.659394264221191,5.225327968597412,9.826739311218262,0.6557376980781555,,,,,,,,
38,38,,,,,,,,,10.92065143585205,5.187653541564941,10.087096214294434,0.688524603843689,10.92065143585205,5.187653541564941,10.087096214294434,0.688524603843689
38,38,10.590377807617188,5.197820663452148,9.759191513061523,0.6721311211585999,10.590377807617188,5.197820663452148,9.759191513061523,0.6721311211585999,,,,,,,,
39,39,,,,,,,,,10.899463653564453,5.166776657104492,10.065905570983887,0.7049180269241333,10.899463653564453,5.166776657104492,10.065905570983887,0.7049180269241333
39,39,10.460041999816895,5.167026519775391,9.626960754394531,0.6557376980781555,10.460041999816895,5.167026519775391,9.626960754394531,0.6557376980781555,,,,,,,,
40,40,,,,,,,,,10.882166862487793,5.1564621925354,10.048555374145508,0.7049180269241333,10.882166862487793,5.1564621925354,10.048555374145508,0.7049180269241333
40,40,10.498616218566895,5.145567417144775,9.664752960205078,0.6721311211585999,10.498616218566895,5.145567417144775,9.664752960205078,0.6721311211585999,,,,,,,,
41,41,,,,,,,,,10.85167121887207,5.1457929611206055,10.018065452575684,0.688524603843689,10.85167121887207,5.1457929611206055,10.018065452575684,0.688524603843689
41,41,10.48553466796875,5.115565776824951,9.651198387145996,0.6721311211585999,10.48553466796875,5.115565776824951,9.651198387145996,0.6721311211585999,,,,,,,,
42,42,,,,,,,,,10.814852714538574,5.135348320007324,9.981268882751465,0.7049180269241333,10.814852714538574,5.135348320007324,9.981268882751465,0.7049180269241333
42,42,10.459867477416992,5.111678600311279,9.628024101257324,0.6557376980781555,10.459867477416992,5.111678600311279,9.628024101257324,0.6557376980781555,,,,,,,,
43,43,,,,,,,,,10.801587104797363,5.125159740447998,9.967989921569824,0.7049180269241333,10.801587104797363,5.125159740447998,9.967989921569824,0.7049180269241333
43,43,10.423810958862305,5.0957536697387695,9.590934753417969,0.6721311211585999,10.423810958862305,5.0957536697387695,9.590934753417969,0.6721311211585999,,,,,,,,
44,44,,,,,,,,,10.78693962097168,5.1135029792785645,9.953343391418457,0.7049180269241333,10.78693962097168,5.1135029792785645,9.953343391418457,0.7049180269241333
44,44,10.325066566467285,5.086921691894531,9.491701126098633,0.6721311211585999,10.325066566467285,5.086921691894531,9.491701126098633,0.6721311211585999,,,,,,,,
45,45,,,,,,,,,10.784341812133789,5.102206230163574,9.950724601745605,0.7213114500045776,10.784341812133789,5.102206230163574,9.950724601745605,0.7213114500045776
45,45,10.398078918457031,5.081284046173096,9.564563751220703,0.688524603843689,10.398078918457031,5.081284046173096,9.564563751220703,0.688524603843689,,,,,,,,
46,46,,,,,,,,,10.771488189697266,5.091299057006836,9.937885284423828,0.7213114500045776,10.771488189697266,5.091299057006836,9.937885284423828,0.7213114500045776
46,46,10.363910675048828,5.073934078216553,9.530851364135742,0.688524603843689,10.363910675048828,5.073934078216553,9.530851364135742,0.688524603843689,,,,,,,,
47,47,,,,,,,,,10.742624282836914,5.080332279205322,9.908992767333984,0.7213114500045776,10.742624282836914,5.080332279205322,9.908992767333984,0.7213114500045776
47,47,10.345630645751953,5.049193382263184,9.512451171875,0.688524603843689,10.345630645751953,5.049193382263184,9.512451171875,0.688524603843689,,,,,,,,
48,48,,,,,,,,,10.706196784973145,5.069561004638672,9.872597694396973,0.7049180269241333,10.706196784973145,5.069561004638672,9.872597694396973,0.7049180269241333
48,48,10.347530364990234,5.0344719886779785,9.514168739318848,0.6721311211585999,10.347530364990234,5.0344719886779785,9.514168739318848,0.6721311211585999,,,,,,,,
49,49,,,,,,,,,10.690690994262695,5.059595108032227,9.857100486755371,0.7049180269241333,10.690690994262695,5.059595108032227,9.857100486755371,0.7049180269241333
49,49,10.309141159057617,5.022190093994141,9.475753784179688,0.688524603843689,10.309141159057617,5.022190093994141,9.475753784179688,0.688524603843689,,,,,,,,
50,50,,,,,,,,,10.690927505493164,5.054897308349609,9.857341766357422,0.7049180269241333,10.690927505493164,5.054897308349609,9.857341766357422,0.7049180269241333
50,50,10.245410919189453,5.0208024978637695,9.410416603088379,0.6557376980781555,10.245410919189453,5.0208024978637695,9.410416603088379,0.6557376980781555,,,,,,,,
51,51,,,,,,,,,10.696797370910645,5.050336837768555,9.863212585449219,0.7377049326896667,10.696797370910645,5.050336837768555,9.863212585449219,0.7377049326896667
51,51,10.296302795410156,5.032530307769775,9.463373184204102,0.6557376980781555,10.296302795410156,5.032530307769775,9.463373184204102,0.6557376980781555,,,,,,,,
52,52,,,,,,,,,10.697369575500488,5.045208930969238,9.863781929016113,0.7377049326896667,10.697369575500488,5.045208930969238,9.863781929016113,0.7377049326896667
52,52,10.270512580871582,5.0105109214782715,9.43746280670166,0.688524603843689,10.270512580871582,5.0105109214782715,9.43746280670166,0.688524603843689,,,,,,,,
53,53,,,,,,,,,10.69522476196289,5.040240287780762,9.861637115478516,0.7377049326896667,10.69522476196289,5.040240287780762,9.861637115478516,0.7377049326896667
53,53,10.295963287353516,5.010941505432129,9.462652206420898,0.6721311211585999,10.295963287353516,5.010941505432129,9.462652206420898,0.6721311211585999,,,,,,,,
54,54,,,,,,,,,10.684690475463867,5.035171985626221,9.851099967956543,0.7377049326896667,10.684690475463867,5.035171985626221,9.851099967956543,0.7377049326896667
54,54,10.292123794555664,4.9988226890563965,9.459498405456543,0.6721311211585999,10.292123794555664,4.9988226890563965,9.459498405456543,0.6721311211585999,,,,,,,,
55,55,,,,,,,,,10.664892196655273,5.029706954956055,9.831303596496582,0.7377049326896667,10.664892196655273,5.029706954956055,9.831303596496582,0.7377049326896667
55,55,10.199353218078613,4.991634845733643,9.364498138427734,0.6721311211585999,10.199353218078613,4.991634845733643,9.364498138427734,0.6721311211585999,,,,,,,,
56,56,,,,,,,,,10.639690399169922,5.024170875549316,9.806107521057129,0.7213114500045776,10.639690399169922,5.024170875549316,9.806107521057129,0.7213114500045776
56,56,10.253805160522461,4.9737935066223145,9.420794486999512,0.7049180269241333,10.253805160522461,4.9737935066223145,9.420794486999512,0.7049180269241333,,,,,,,,
57,57,,,,,,,,,10.617510795593262,5.0188727378845215,9.783950805664062,0.7213114500045776,10.617510795593262,5.0188727378845215,9.783950805664062,0.7213114500045776
57,57,10.185469627380371,4.967136383056641,9.35209846496582,0.6721311211585999,10.185469627380371,4.967136383056641,9.35209846496582,0.6721311211585999,,,,,,,,
58,58,,,,,,,,,10.593986511230469,5.01362943649292,9.760427474975586,0.7049180269241333,10.593986511230469,5.01362943649292,9.760427474975586,0.7049180269241333
58,58,10.150872230529785,4.957983493804932,9.31849479675293,0.688524603843689,10.150872230529785,4.957983493804932,9.31849479675293,0.688524603843689,,,,,,,,
59,59,,,,,,,,,10.578424453735352,5.008849143981934,9.744874954223633,0.7049180269241333,10.578424453735352,5.008849143981934,9.744874954223633,0.7049180269241333
59,59,10.18677043914795,4.956868648529053,9.353678703308105,0.688524603843689,10.18677043914795,4.956868648529053,9.353678703308105,0.688524603843689,,,,,,,,
60,60,,,,,,,,,10.574570655822754,5.004199981689453,9.741011619567871,0.7213114500045776,10.574570655822754,5.004199981689453,9.741011619567871,0.7213114500045776
60,60,10.133659362792969,4.948006629943848,9.300345420837402,0.6557376980781555,10.133659362792969,4.948006629943848,9.300345420837402,0.6557376980781555,,,,,,,,
61,61,,,,,,,,,10.577034950256348,4.999561786651611,9.743486404418945,0.7213114500045776,10.577034950256348,4.999561786651611,9.743486404418945,0.7213114500045776
61,61,10.111034393310547,4.941146373748779,9.275952339172363,0.7049180269241333,10.111034393310547,4.941146373748779,9.275952339172363,0.7049180269241333,,,,,,,,
62,62,,,,,,,,,10.584502220153809,4.995363235473633,9.750955581665039,0.7213114500045776,10.584502220153809,4.995363235473633,9.750955581665039,0.7213114500045776
62,62,10.157915115356445,4.935770511627197,9.32423210144043,0.7049180269241333,10.157915115356445,4.935770511627197,9.32423210144043,0.7049180269241333,,,,,,,,
63,63,,,,,,,,,10.583922386169434,4.991347312927246,9.750380516052246,0.7213114500045776,10.583922386169434,4.991347312927246,9.750380516052246,0.7213114500045776
63,63,10.125495910644531,4.939514636993408,9.292115211486816,0.688524603843689,10.125495910644531,4.939514636993408,9.292115211486816,0.688524603843689,,,,,,,,
64,64,,,,,,,,,10.579370498657227,4.987143516540527,9.745827674865723,0.7213114500045776,10.579370498657227,4.987143516540527,9.745827674865723,0.7213114500045776
64,64,10.056300163269043,4.9342169761657715,9.223617553710938,0.6721311211585999,10.056300163269043,4.9342169761657715,9.223617553710938,0.6721311211585999,,,,,,,,
65,65,,,,,,,,,10.566040992736816,4.982924461364746,9.732544898986816,0.7213114500045776,10.566040992736816,4.982924461364746,9.732544898986816,0.7213114500045776
65,65,10.125039100646973,4.914605617523193,9.294147491455078,0.6721311211585999,10.125039100646973,4.914605617523193,9.294147491455078,0.6721311211585999,,,,,,,,
66,66,,,,,,,,,10.545377731323242,4.978355884552002,9.711886405944824,0.7213114500045776,10.545377731323242,4.978355884552002,9.711886405944824,0.7213114500045776
66,66,10.116866111755371,4.923496723175049,9.28271198272705,0.688524603843689,10.116866111755371,4.923496723175049,9.28271198272705,0.688524603843689,,,,,,,,
67,67,,,,,,,,,10.528738975524902,4.973423957824707,9.695261001586914,0.7049180269241333,10.528738975524902,4.973423957824707,9.695261001586914,0.7049180269241333
67,67,10.105774879455566,4.920661926269531,9.272724151611328,0.7049180269241333,10.105774879455566,4.920661926269531,9.272724151611328,0.7049180269241333,,,,,,,,
68,68,,,,,,,,,10.519505500793457,4.967875957489014,9.68603801727295,0.7213114500045776,10.519505500793457,4.967875957489014,9.68603801727295,0.7213114500045776
68,68,10.077519416809082,4.9003520011901855,9.243931770324707,0.688524603843689,10.077519416809082,4.9003520011901855,9.243931770324707,0.688524603843689,,,,,,,,
69,69,,,,,,,,,10.510725975036621,4.962214469909668,9.67724895477295,0.7213114500045776,10.510725975036621,4.962214469909668,9.67724895477295,0.7213114500045776
69,69,10.065155982971191,4.897423267364502,9.232563972473145,0.6721311211585999,10.065155982971191,4.897423267364502,9.232563972473145,0.6721311211585999,,,,,,,,
70,70,,,,,,,,,10.499579429626465,4.9564528465271,9.66610050201416,0.7213114500045776,10.499579429626465,4.9564528465271,9.66610050201416,0.7213114500045776
70,70,10.059771537780762,4.895570755004883,9.22755241394043,0.688524603843689,10.059771537780762,4.895570755004883,9.22755241394043,0.688524603843689,,,,,,,,
71,71,,,,,,,,,10.483465194702148,4.949978828430176,9.649984359741211,0.7213114500045776,10.483465194702148,4.949978828430176,9.649984359741211,0.7213114500045776
71,71,10.099725723266602,4.879563808441162,9.266988754272461,0.7049180269241333,10.099725723266602,4.879563808441162,9.266988754272461,0.7049180269241333,,,,,,,,
72,72,,,,,,,,,10.457451820373535,4.943508625030518,9.623988151550293,0.7213114500045776,10.457451820373535,4.943508625030518,9.623988151550293,0.7213114500045776
72,72,10.105630874633789,4.879957675933838,9.272724151611328,0.7049180269241333,10.105630874633789,4.879957675933838,9.272724151611328,0.7049180269241333,,,,,,,,
73,73,,,,,,,,,10.426308631896973,4.93748664855957,9.592852592468262,0.7049180269241333,10.426308631896973,4.93748664855957,9.592852592468262,0.7049180269241333
73,73,9.96133804321289,4.867447376251221,9.128808975219727,0.6721311211585999,9.96133804321289,4.867447376251221,9.128808975219727,0.6721311211585999,,,,,,,,
74,74,,,,,,,,,10.40420150756836,4.931745529174805,9.570724487304688,0.7049180269241333,10.40420150756836,4.931745529174805,9.570724487304688,0.7049180269241333
74,74,9.96692180633545,4.863707065582275,9.133271217346191,0.6721311211585999,9.96692180633545,4.863707065582275,9.133271217346191,0.6721311211585999,,,,,,,,
75,75,,,,,,,,,10.379650115966797,4.926168441772461,9.546151161193848,0.688524603843689,10.379650115966797,4.926168441772461,9.546151161193848,0.688524603843689
75,75,10.006326675415039,4.85805082321167,9.174473762512207,0.6721311211585999,10.006326675415039,4.85805082321167,9.174473762512207,0.6721311211585999,,,,,,,,
76,76,,,,,,,,,10.355859756469727,4.92006778717041,9.522361755371094,0.6557376980781555,10.355859756469727,4.92006778717041,9.522361755371094,0.6557376980781555
76,76,9.946270942687988,4.842068672180176,9.113945960998535,0.6721311211585999,9.946270942687988,4.842068672180176,9.113945960998535,0.6721311211585999,,,,,,,,
77,77,,,,,,,,,10.344599723815918,4.914453029632568,9.511116981506348,0.6557376980781555,10.344599723815918,4.914453029632568,9.511116981506348,0.6557376980781555
77,77,9.884912490844727,4.8253889083862305,9.051738739013672,0.6393442749977112,9.884912490844727,4.8253889083862305,9.051738739013672,0.6393442749977112,,,,,,,,
78,78,,,,,,,,,10.335719108581543,4.909114360809326,9.50225830078125,0.6557376980781555,10.335719108581543,4.909114360809326,9.50225830078125,0.6557376980781555
78,78,9.90247917175293,4.825331687927246,9.069013595581055,0.6721311211585999,9.90247917175293,4.825331687927246,9.069013595581055,0.6721311211585999,,,,,,,,
79,79,,,,,,,,,10.329824447631836,4.904412269592285,9.496363639831543,0.6557376980781555,10.329824447631836,4.904412269592285,9.496363639831543,0.6557376980781555
79,79,9.920717239379883,4.831607341766357,9.087457656860352,0.688524603843689,9.920717239379883,4.831607341766357,9.087457656860352,0.688524603843689,,,,,,,,
80,80,,,,,,,,,10.32278060913086,4.900099277496338,9.48935604095459,0.6721311211585999,10.32278060913086,4.900099277496338,9.48935604095459,0.6721311211585999
80,80,9.942052841186523,4.828629016876221,9.106910705566406,0.688524603843689,9.942052841186523,4.828629016876221,9.106910705566406,0.688524603843689,,,,,,,,
81,81,,,,,,,,,10.321484565734863,4.895540237426758,9.488065719604492,0.6721311211585999,10.321484565734863,4.895540237426758,9.488065719604492,0.6721311211585999
81,81,9.885390281677246,4.811071395874023,9.051080703735352,0.688524603843689,9.885390281677246,4.811071395874023,9.051080703735352,0.688524603843689,,,,,,,,
82,82,,,,,,,,,10.322911262512207,4.890705108642578,9.489493370056152,0.688524603843689,10.322911262512207,4.890705108642578,9.489493370056152,0.688524603843689
82,82,9.874917030334473,4.796565055847168,9.041511535644531,0.6721311211585999,9.874917030334473,4.796565055847168,9.041511535644531,0.6721311211585999,,,,,,,,
83,83,,,,,,,,,10.326662063598633,4.885929107666016,9.4932861328125,0.688524603843689,10.326662063598633,4.885929107666016,9.4932861328125,0.688524603843689
83,83,9.888960838317871,4.795639991760254,9.055089950561523,0.6721311211585999,9.888960838317871,4.795639991760254,9.055089950561523,0.6721311211585999,,,,,,,,
84,84,,,,,,,,,10.335339546203613,4.881674289703369,9.501938819885254,0.7049180269241333,10.335339546203613,4.881674289703369,9.501938819885254,0.7049180269241333
84,84,9.846271514892578,4.8014960289001465,9.013256072998047,0.6721311211585999,9.846271514892578,4.8014960289001465,9.013256072998047,0.6721311211585999,,,,,,,,
85,85,,,,,,,,,10.348549842834473,4.877549171447754,9.515149116516113,0.7049180269241333,10.348549842834473,4.877549171447754,9.515149116516113,0.7049180269241333
85,85,9.871417045593262,4.790173530578613,9.037832260131836,0.6721311211585999,9.871417045593262,4.790173530578613,9.037832260131836,0.6721311211585999,,,,,,,,
86,86,,,,,,,,,10.353217124938965,4.873499870300293,9.519834518432617,0.7213114500045776,10.353217124938965,4.873499870300293,9.519834518432617,0.7213114500045776
86,86,9.871219635009766,4.790177822113037,9.037960052490234,0.6721311211585999,9.871219635009766,4.790177822113037,9.037960052490234,0.6721311211585999,,,,,,,,
87,87,,,,,,,,,10.339634895324707,4.868875980377197,9.50619125366211,0.7213114500045776,10.339634895324707,4.868875980377197,9.50619125366211,0.7213114500045776
